Title,Rate,Rating people,Directors,Script writers,Actors,Genres,Production countries and regions,Languages,Initial release date,Other names,IMDb link
浪潮,8.7,133293,"[""丹尼斯·甘塞尔""]","[""丹尼斯·甘塞尔"",""彼得·图万斯"",""约翰尼·道金斯"",""罗恩·比恩巴赫"",""罗恩·琼斯""]","[""于尔根·福格尔"",""弗雷德里克·劳"",""马克思·雷迈特"",""詹妮弗·乌尔里希"",""克里斯蒂安娜·保罗"",""雅各布·马琛茨"",""克里斯蒂娜·度·瑞格"",""埃利亚斯·穆巴里克"",""马克西米利安·福尔马尔"",""马克斯·毛夫""]","[""剧情"",""惊悚""]"," 德国"," 德语","[""2008-03-13(德国)""]"," 恶魔教室(台) / 白恤暴潮(港) / 波浪 / 挥手礼 / The Wave",http://www.imdb.com/title/tt1063669
集结号,7.9,120009,"[""冯小刚""]","[""刘恒""]","[""张涵予"",""邓超"",""袁文康"",""汤嬿"",""廖凡"",""王宝强"",""胡军"",""任泉"",""袁洪涛"",""李晨"",""李乃文"",""胡明"",""罗海琼""]","[""剧情"",""传记"",""历史"",""战争""]"," 中国大陆 / 香港"," 汉语普通话","[""2007-12-20(中国大陆)""]"," The Assembly",http://www.imdb.com/title/tt0881200
嫌疑人X的献身,6.4,147949,"[""苏有朋""]","[""李佳颖"",""黄海"",""苌江"",""王潮"",""迟海"",""冯元良"",""东野圭吾""]","[""王凯"",""张鲁一"",""林心如"",""叶祖新"",""丁冠森"",""邓恩熙"",""成泰燊"",""赵阳"",""侯明昊"",""焉栩嘉"",""任熙青"",""李炳易"",""李宏"",""赵燕国彰""]","[""悬疑"",""犯罪""]"," 中国大陆"," 汉语普通话","[""2017-03-31(中国大陆)""]"," The Devotion of Suspect X / Suspect X",http://www.imdb.com/title/tt3401392
星球大战7：原力觉醒,7.1,139602,"[""J·J·艾布拉姆斯""]","[""J·J·艾布拉姆斯"",""劳伦斯·卡斯丹"",""迈克尔·阿恩特""]","[""黛西·雷德利"",""约翰·博耶加"",""哈里森·福特"",""多姆纳尔·格里森"",""亚当·德赖弗"",""马克·哈米尔"",""凯丽·费雪"",""奥斯卡·伊萨克"",""露皮塔·尼永奥"",""安迪·瑟金斯"",""安东尼·丹尼尔斯"",""彼德·梅犹"",""马克斯·冯·叙多夫"",""比利·迪·威廉姆斯"",""爱德华·斯皮伊尔斯"",""马修·詹姆斯·托马斯"",""肯尼·贝克"",""格温多兰·克里斯蒂"",""西蒙·佩吉"",""克里斯塔·克拉克"",""匹普·安德森""]","[""动作"",""科幻"",""冒险""]"," 美国"," 英语","[""2016-01-09(中国大陆)"",""2015-12-18(美国)""]"," 星球大战：原力觉醒 / 星际大战七部曲：原力觉醒(台) / 星战7 / Star Wars: Episode VII",http://www.imdb.com/title/tt2488496
X战警3：背水一战,7.5,122553,"[""布莱特·拉特纳""]","[""西蒙·金伯格"",""Zak Penn""]","[""休·杰克曼"",""哈莉·贝瑞"",""伊恩·麦克莱恩"",""帕特里克·斯图尔特"",""法米克·詹森"",""安娜·帕奎因"",""凯尔希·格兰莫"",""詹姆斯·麦斯登"",""丽贝卡·罗梅恩"",""肖恩·阿什莫"",""艾伦·佩吉"",""本·福斯特"",""亚伦·斯坦福""]","[""动作"",""科幻"",""惊悚""]"," 美国 / 加拿大 / 英国"," 英语","[""2006-09-08(中国大陆)"",""2006-05-22(戛纳电影节)"",""2006-05-26(美国)""]"," 变种特攻3 / X战警：最后战役 / X战警3：最后之战 / X战警3：最后一战",http://www.imdb.com/title/tt0376994
荒蛮故事,8.7,139010,"[""达米安·斯兹弗隆""]","[""达米安·斯兹弗隆""]","[""达里奥·格兰迪内蒂"",""玛丽娅·玛努尔"",""莫妮卡·比利亚"",""丽塔·科尔泰塞"",""胡丽叶塔·泽尔贝伯格"",""凯撒·博尔东"",""莱昂纳多·斯巴拉格利亚"",""沃尔特·多纳多"",""里卡多·达林"",""南希·杜普拉"",""奥斯卡·马丁内兹"",""玛莉亚·奥内托"",""奥斯马·努涅斯"",""赫尔曼·德·席尔瓦"",""艾丽卡·里瓦斯"",""地亚哥·詹蒂莱"",""玛格丽塔·莫菲诺""]","[""剧情"",""喜剧"",""犯罪""]"," 阿根廷 / 西班牙"," 西班牙语","[""2014-05-17(戛纳电影节)"",""2014-08-21(阿根廷)""]"," 蛮荒故事 / 生命中最抓狂的小事(台) / 无定向丧心病狂(港) / 蛮荒史 / Wild Tales",http://www.imdb.com/title/tt3011894
导盲犬小Q,8.4,114417,"[""崔洋一""]","[""丸山升一"",""中村义洋""]","[""小林薰"",""椎名桔平"",""香川照之"",""户田惠子"",""黑谷友香""]","[""剧情""]"," 日本"," 日语","[""2004-03-13(日本)""]"," 再见了！可鲁 / Quill",http://www.imdb.com/title/tt0400761
十二猴子,8.1,124467,"[""特瑞·吉列姆""]","[""大卫·韦伯·皮普尔斯"",""珍妮特·皮普尔斯"",""克里斯·马克""]","[""布鲁斯·威利斯"",""布拉德·皮特"",""大卫·摩斯"",""克里斯托弗·普卢默"",""乔恩·塞达"",""玛德琳·斯托"",""Joseph Melito"",""Michael Chance"",""Vernon Campbell"",""H. Michael Walls"",""Bob Adrian"",""西蒙·琼斯"",""Carol Florence"",""Bill Raymond"",""Ernest Abuba"",""Irma St. Paule"",""Joey Perillo"",""Bruce Kirkpatrick""]","[""科幻"",""悬疑"",""惊悚""]"," 美国"," 英语","[""1995-12-27(美国)""]"," 未来总动员(台) / 十二猴子军 / 未来总动员 / 12猴子 / 十二只猴子",http://www.imdb.com/title/tt0114746
潘神的迷宫,7.8,125206,"[""吉尔莫·德尔·托罗""]","[""吉尔莫·德尔·托罗""]","[""伊万娜·巴克罗"",""塞尔希·洛佩斯"",""玛丽维尔·贝尔杜"",""道格·琼斯"",""阿里亚德娜·希尔""]","[""剧情"",""悬疑"",""战争"",""奇幻""]"," 西班牙 / 墨西哥 / 美国"," 西班牙语","[""2006-10-11(西班牙)""]"," 潘的迷宫 / 羊男的迷宫 / 魔间迷宫 / 奇幻迷宫 / Pan's Labyrinth",http://www.imdb.com/title/tt0457430
蜘蛛侠2,7.2,114697,"[""山姆·雷米""]","[""Alfred Gough"",""Miles Millar"",""迈克尔·夏邦"",""阿尔文·萨金特"",""斯坦·李"",""史蒂夫·迪特寇""]","[""托比·马奎尔"",""克斯汀·邓斯特"",""詹姆斯·弗兰科"",""阿尔弗雷德·莫里纳"",""罗斯玛丽·哈里斯"",""J·K·西蒙斯"",""唐纳·墨菲"",""丹尼尔·吉里斯"",""迪伦·贝克"",""比尔·努恩"",""范妮莎·费丽托"",""阿西夫·曼德维"",""威廉·达福"",""克里夫·罗伯逊"",""泰德·雷米"",""布鲁斯·坎贝尔 ""]","[""动作"",""科幻"",""冒险""]"," 美国"," 英语 / 俄语 / 汉语普通话 / 西班牙语","[""2004-08-05(中国大陆)"",""2004-06-30(美国)""]"," 蜘蛛人2",http://www.imdb.com/title/tt0316654
小黄人大眼萌,7.3,135567,"[""凯尔·巴尔达"",""皮埃尔·柯芬""]","[""布莱恩·林奇""]","[""桑德拉·布洛克"",""乔恩·哈姆"",""迈克尔·基顿"",""艾莉森·珍妮"",""史蒂夫·库根"",""珍妮弗·桑德斯"",""杰弗里·拉什"",""史蒂夫·卡瑞尔"",""皮埃尔·柯芬"",""凯蒂·米克松"",""迈克尔·贝亚蒂"",""真田广之"",""大卫·罗森鲍姆"",""亚历克斯·道丁"",""保罗·索恩利""]","[""喜剧"",""动画""]"," 美国"," 英语 / 西班牙语","[""2015-09-13(中国大陆)"",""2015-07-10(美国)""]"," 小黄人 / 迷你兵团(港) / 小小兵(台) / 小黄人大电影",http://www.imdb.com/title/tt2293640
杀死比尔2,7.8,121662,"[""昆汀·塔伦蒂诺""]","[""昆汀·塔伦蒂诺"",""乌玛·瑟曼""]","[""乌玛·瑟曼"",""大卫·卡拉丁"",""刘家辉"",""薇薇卡·福克斯"",""刘玉玲"",""迈克尔·马德森"",""达丽尔·汉纳"",""塞缪尔·杰克逊"",""佩拉·哈莉-贾德林"",""迈克尔·帕克斯"",""克拉克·米德尔顿""]","[""动作"",""惊悚"",""犯罪""]"," 美国"," 英语 / 汉语普通话 / 粤语 / 日语 / 西班牙语","[""2004-04-08(洛杉矶首映)"",""2004-04-16(美国)""]"," 追杀比尔2：爱的大逃杀(台) / 标杀令2(港) / 杀死比尔：第二卷",http://www.imdb.com/title/tt0378194
101次求婚,5.6,128733,"[""陈正道""]","[""张巍"",""任鹏""]","[""黄渤"",""林志玲"",""高以翔"",""秦海璐"",""武田铁矢"",""王迅""]","[""爱情""]"," 中国大陆 / 台湾 / 日本"," 汉语普通话","[""2013-02-12(中国大陆)"",""2013-03-22(台湾)""]"," Say Yes",http://www.imdb.com/title/tt1674766
驯龙高手2,7.9,134810,"[""迪恩·德布洛斯""]","[""迪恩·德布洛斯"",""葛蕾熙达·柯维尔""]","[""杰伊·巴鲁切尔"",""凯特·布兰切特"",""杰拉德·巴特勒"",""克雷格·费格森"",""亚美莉卡·费雷拉"",""乔纳·希尔"",""克里斯托夫·梅兹-普莱瑟"",""T·J·米勒"",""克里斯汀·韦格"",""杰曼·翰苏"",""基特·哈灵顿"",""基隆·埃利奥特"",""菲利普·麦格雷德"",""安德鲁·埃布尔森"",""吉迪恩·埃默里"",""西蒙·卡斯安德斯"",""兰迪·汤姆""]","[""喜剧"",""动画"",""家庭"",""奇幻"",""冒险""]"," 美国"," 英语","[""2014-08-14(中国大陆)"",""2014-05-16(戛纳电影节)"",""2014-06-13(美国)""]"," 驯龙记2(港)",http://www.imdb.com/title/tt1646971
卢旺达饭店,8.8,121355,"[""特瑞·乔治""]","[""特瑞·乔治"",""凯尔·皮尔森""]","[""唐·钱德尔"",""苏菲·奥康内多"",""杰昆·菲尼克斯"",""尼克·诺特"",""哈基姆·凯-卡西姆"",""托尼·戈罗奇"",""法纳·莫科纳"",""大卫·奥哈拉"",""莫苏西·麦格诺"",""西莫·莫加瓦扎"",""卡拉·西摩"",""罗伯托·西特兰"",""Desmond Dube"",""蕾乐蒂·库马洛""]","[""剧情"",""历史"",""战争""]"," 英国 / 南非 / 意大利 / 美国"," 英语 / 法语","[""2004-12-22(美国)""]"," 卢安达饭店(台)",http://www.imdb.com/title/tt0395169
开心家族,8.5,129562,"[""金永卓""]","[""金永卓""]","[""车太贤"",""高昌锡"",""张荣男"",""姜艺媛"",""千宝根"",""李文秀""]","[""剧情"",""喜剧"",""家庭""]"," 韩国"," 韩语","[""2011-11-29(中国大陆)"",""2010-12-22(韩国)""]"," 开心鬼上身 / 开心遇鬼 / 你好，鬼魂 / 你好幽灵 / 哈喽，开心鬼 / 撞到开心鬼(新加坡译名) / Hello Ghost / Hellowoo Goseuteu",http://www.imdb.com/title/tt1848926
最爱,7.3,118958,"[""顾长卫""]","[""阎连科"",""杨薇薇"",""顾长卫""]","[""章子怡"",""郭富城"",""濮存昕"",""蒋雯丽"",""蔡国庆"",""王宝强"",""李丹阳"",""陶泽如"",""孙海英"",""李建华"",""胡泽涛"",""郭永章"",""姜文"",""陆川"",""冯小刚""]","[""剧情"",""爱情""]"," 中国大陆 / 香港"," 汉语普通话","[""2011-05-10(中国大陆)"",""2011-06-16(香港)""]"," 魔术外传 / 魔术时代 / 罪爱 / Love For Life / Till Death Do Us Part / Life Is A Miracle",http://www.imdb.com/title/tt1664704
汉江怪物,7.3,94281,"[""奉俊昊""]","[""奉俊昊""]","[""宋康昊"",""朴海日"",""裴斗娜"",""边熙峰"",""高雅星""]","[""剧情"",""科幻"",""惊悚"",""灾难""]"," 韩国"," 英语 / 韩语","[""2006-07-27(韩国)""]"," 韩流怪吓(港) / 骇人怪物(台) / 怪物 / 魊 / The Host / Gwoemul / 괴물 3D",http://www.imdb.com/title/tt0468492
四月物语,8.1,112972,"[""岩井俊二""]","[""岩井俊二""]","[""松隆子"",""田边诚一"",""江口洋介"",""津田宽治"",""市川染五郎"",""藤井香织"",""留美"",""加藤和彦"",""光石研"",""石井龙也"",""伊武雅刀"",""松本纪保"",""盐见三省"",""松本幸四郎""]","[""爱情""]"," 日本"," 日语","[""1998-03-14""]"," April Story",http://www.imdb.com/title/tt0146271
狩猎,9.0,133215,"[""托马斯·温特伯格""]","[""托马斯·温特伯格"",""托比亚斯·林道赫姆""]","[""麦斯·米科尔森"",""托玛斯·博·拉森"",""安妮卡·韦德科普"",""拉塞·福格尔斯特伦"",""苏西·沃德"",""安妮·路易丝·哈辛"",""拉斯·兰特"",""亚历山德拉·拉帕波特""]","[""剧情""]"," 丹麦 / 瑞典"," 丹麦语 / 英语 / 波兰语","[""2012-05-20(戛纳电影节)"",""2013-01-10(丹麦)""]"," 谎言的烙印(台) / 诬网(港) / 捕猎 / The Hunt",http://www.imdb.com/title/tt2106476
超凡蜘蛛侠2,7.3,132095,"[""马克·韦布""]","[""艾里克斯·库兹曼"",""罗伯托·奥奇"",""杰夫·皮克纳"",""詹姆斯·范德比尔特"",""斯坦·李"",""史蒂夫·迪特寇""]","[""安德鲁·加菲尔德"",""艾玛·斯通"",""杰米·福克斯"",""戴恩·德哈恩"",""坎贝尔·斯科特"",""艾伯丝·戴维兹"",""科鲁姆·费奥瑞"",""保罗·吉亚玛提"",""莎莉·菲尔德"",""克里斯·泽尔卡"",""丹尼斯·利瑞"",""弗兰克·迪尔"",""马尔顿·索克斯"",""斯坦·李"",""麦克斯·查尔斯"",""菲丽希缇·琼斯""]","[""动作"",""科幻"",""冒险""]"," 美国"," 英语","[""2014-05-04(中国大陆)"",""2014-05-02(美国)""]"," 蜘蛛人惊奇再起2：电光之战(台) / 蜘蛛侠2 : 决战电魔(港) / 超凡蜘蛛侠2：电光人崛起 / The Amazing Spider-Man 2: Rise of Electro / London Calling",http://www.imdb.com/title/tt1872181
嫌疑人X的献身,8.3,132246,"[""西谷弘""]","[""福田靖"",""东野圭吾""]","[""福山雅治"",""柴崎幸"",""堤真一"",""松雪泰子"",""北村一辉"",""金泽美穗""]","[""剧情"",""悬疑"",""犯罪""]"," 日本"," 日语","[""2008-10-04(日本)""]"," 容疑者X的献身 / 嫌疑犯X的献身 / 神探伽俐略 / Yôgisha X no kenshin / Suspect X",http://www.imdb.com/title/tt1160629
小时代3：刺金时代,4.3,132308,"[""郭敬明""]","[""郭敬明""]","[""杨幂"",""柯震东"",""郭采洁"",""陈学冬"",""郭碧婷"",""谢依霖"",""李贤宰"",""锦荣"",""任言恺"",""王琳"",""姜潮"",""商侃"",""杜天皓""]","[""剧情"",""喜剧"",""爱情""]"," 中国大陆 / 台湾"," 汉语普通话 / 英语","[""2014-07-17(中国大陆)""]"," 小时代3 / Tiny Time 3.0",http://www.imdb.com/title/tt3861006
盲探,7.1,132764,"[""杜琪峰""]","[""韦家辉"",""游乃海"",""陈伟斌"",""余曦""]","[""刘德华"",""郑秀文"",""郭涛"",""高圆圆"",""王紫逸"",""郎月婷"",""卢海鹏"",""黄文慧"",""林雪"",""姜皓文""]","[""喜剧"",""爱情"",""悬疑"",""惊悚"",""犯罪""]"," 中国大陆 / 香港"," 粤语 / 汉语普通话","[""2013-07-04(中国大陆/香港)"",""2013-05-19(戛纳电影节)""]"," Blind Detective",http://www.imdb.com/title/tt2332707
通缉令,7.4,121631,"[""提莫·贝克曼贝托夫""]","[""迈克尔·布拉德特"",""德里克·哈斯"",""Chris Morgan""]","[""詹姆斯·麦卡沃伊"",""摩根·弗里曼"",""安吉丽娜·朱莉"",""特伦斯·斯坦普"",""托马斯·克莱舒曼"",""科曼"",""克里斯汀·哈格"",""马克·沃伦"",""大卫·奥哈拉"",""康斯坦丁·哈宾斯基"",""达托·巴赫塔泽"",""克里斯·普拉特"",""Lorna Scott"",""索菲娅·哈克"",""布莱恩·卡斯佩""]","[""动作"",""惊悚"",""犯罪""]"," 美国 / 德国"," 英语","[""2008-10-09(中国大陆)"",""2008-06-27(美国)""]"," 刺客联盟(台) / 杀神特工(港) / 通缉犯",http://www.imdb.com/title/tt0493464
百变星君,7.3,111851,"[""叶伟民""]","[""王晶"",""叶伟民""]","[""周星驰"",""吴孟达"",""梁咏琪"",""孙佳君"",""徐锦江"",""黄一飞"",""江欣燕"",""朱咪咪"",""李健仁"",""郑祖""]","[""喜剧"",""科幻"",""奇幻""]"," 香港"," 粤语 / 汉语普通话 / 英语","[""1995-08-19(香港)""]"," 百变金刚 / Sixty Million Dollar Man",http://www.imdb.com/title/tt0112446
小森林 夏秋篇,8.9,132514,"[""森淳一""]","[""五十岚大介"",""森淳一""]","[""桥本爱"",""三浦贵大"",""松冈茉优"",""温水洋一"",""桐岛加恋""]","[""剧情""]"," 日本"," 日语","[""2014-08-30(日本)""]"," 小森食光/夏秋篇(台) / Little Forest Summer & Autumn",http://www.imdb.com/title/tt3474600
黑衣人2,7.5,117658,"[""巴里·索南菲尔德""]","[""罗伯特·戈登"",""巴里·法纳罗"",""劳威尔·坎宁安 ""]","[""威尔·史密斯"",""汤米·李·琼斯"",""约翰尼·诺克斯维尔"",""罗莎里奥·道森"",""雷普·汤恩"",""拉腊·弗林·鲍尔"",""帕特里克·沃伯顿"",""迈克尔·杰克逊""]","[""喜剧"",""动作"",""科幻""]"," 美国"," 英语","[""2002-07-03""]"," MIB星际战警2(台) / 黑超特警组2(港) / 黑超特警2 / MIB II",http://www.imdb.com/title/tt0120912
敢死队,6.7,121646,"[""西尔维斯特·史泰龙""]","[""西尔维斯特·史泰龙""]","[""西尔维斯特·史泰龙"",""杰森·斯坦森"",""李连杰"",""杜夫·龙格尔"",""埃里克·罗伯茨"",""兰迪·库卓"",""大卫·札亚斯"",""史蒂夫·奥斯汀"",""米基·洛克"",""吉瑟勒尔·伊迪斯"",""查瑞丝玛·卡朋特"",""盖瑞·丹尼尔斯"",""泰瑞·克鲁斯"",""阿诺·施瓦辛格"",""布鲁斯·威利斯""]","[""动作"",""惊悚"",""冒险""]"," 美国"," 英语 / 西班牙语","[""2010-08-20(中国大陆)"",""2010-08-13(美国)""]"," 浴血任务(台) / 轰天猛将(港) / 牺牲品",http://www.imdb.com/title/tt1320253
萨利机长,8.3,138595,"[""克林特·伊斯特伍德""]","[""托德·考马尔尼基"",""切斯利·舒伦伯格"",""杰弗里·札斯洛""]","[""汤姆·汉克斯"",""艾伦·艾克哈特"",""劳拉·琳妮"",""杰瑞·费拉拉"",""安娜·冈"",""奥图姆·瑞瑟"",""霍特·麦克卡兰尼"",""克里斯·鲍尔"",""杰米·谢尔丹"",""安·库萨克"",""莫莉·哈根"",""马克斯·阿德勒"",""萨姆·亨廷顿"",""韦恩·巴斯楚普"",""维勒莉·玛哈菲""]","[""剧情"",""传记"",""灾难""]"," 美国"," 英语","[""2016-12-09(中国大陆)"",""2016-09-09(美国)""]"," 萨利机长：迫降奇迹(港) / 萨利机长：哈德逊奇迹(台) / 哈德逊河奇迹 / 萨利",http://www.imdb.com/title/tt3263904
手机,7.3,108263,"[""冯小刚""]","[""刘震云""]","[""张国立"",""葛优"",""范冰冰"",""徐帆"",""韩童生"",""黄素影"",""杨欣"",""张涵予"",""范伟"",""张鹭"",""咏梅"",""赵奎娥"",""李连义"",""郭百利""]","[""剧情"",""喜剧"",""家庭""]"," 中国大陆"," 汉语普通话","[""2003-12-18(中国大陆)""]"," Cell Phone",http://www.imdb.com/title/tt0399650
惊天魔盗团2,6.5,135393,"[""朱浩伟""]","[""艾德·索罗门"",""彼得·基亚雷利"",""鲍兹·亚金"",""爱德华·里科""]","[""杰西·艾森伯格"",""马克·鲁弗洛"",""伍迪·哈里森"",""戴夫·弗兰科"",""丹尼尔·雷德克里夫"",""丽兹·卡潘"",""周杰伦"",""桑娜·莱瑟"",""迈克尔·凯恩"",""摩根·弗里曼"",""大卫·沃肖夫斯基"",""周采芹"",""理查德·莱恩"",""亨利·劳埃德-休斯""]","[""动作"",""冒险""]"," 美国"," 英语 / 汉语普通话 / 粤语","[""2016-06-24(中国大陆)"",""2016-06-10(美国)""]"," 非常盗2(港) / 出神入化2(台) / 惊天魔盗团：第二幕 / Now 2 See Me / Now You See Me: The Second Act",http://www.imdb.com/title/tt3110958
暗战,8.4,115806,"[""杜琪峰""]","[""朱连·卡邦"",""劳伦特·考蒂奥德"",""游乃海""]","[""刘德华"",""刘青云"",""蒙嘉慧"",""李子雄"",""许绍雄"",""林雪"",""黄卓玲"",""林伟健"",""罗永昌""]","[""剧情"",""动作"",""犯罪""]"," 香港"," 粤语","[""1999-09-23(香港)""]"," 谈判专家(台) / Running out of Time",http://www.imdb.com/title/tt0216165
刺客聂隐娘,7.2,130377,"[""侯孝贤""]","[""阿城"",""朱天文"",""谢海盟"",""侯孝贤"",""裴铏""]","[""舒淇"",""张震"",""周韵"",""妻夫木聪"",""阮经天"",""谢欣颖"",""倪大红"",""咏梅"",""雷镇语"",""许芳宜"",""毕安生"",""张少怀"",""石隽"",""梅芳""]","[""剧情"",""武侠"",""古装""]"," 台湾 / 中国大陆 / 香港"," 汉语普通话","[""2015-08-27(中国大陆/香港)"",""2015-05-21(戛纳电影节)"",""2015-08-28(台湾)""]"," 聂隐娘 / The Assassin / The Hidden Heroine",http://www.imdb.com/title/tt3508840
女人不坏,6.0,111066,"[""徐克""]","[""徐克"",""郭在容""]","[""周迅"",""桂纶镁"",""张雨绮"",""冯德伦"",""方中信"",""彭于晏"",""高以翔"",""沈畅"",""张之亮"",""郭在容"",""方平""]","[""喜剧""]"," 中国大陆 / 香港"," 汉语普通话 / 韩语 / 乌兹别克语","[""2008-12-04(香港)""]"," All About Women",http://www.imdb.com/title/tt1037146
大腕,7.7,112579,"[""冯小刚""]","[""石康"",""冯小刚"",""李晓明""]","[""葛优"",""关之琳"",""英达"",""保罗·马祖斯基"",""唐纳德·萨瑟兰"",""李成儒"",""张涵予"",""傅彪"",""刘仪伟"",""克里斯托弗·巴登"",""何平"",""牛飘"",""杜宝宝"",""李晓耕"",""许晓力"",""叶宏"",""袁德旺"",""张晞临"",""杨欣"",""吉米""]","[""喜剧""]"," 中国大陆 / 香港"," 汉语普通话 / 英语","[""2001-12-21(中国大陆)""]"," Big Shot's Funeral",http://www.imdb.com/title/tt0287934
