Title,Rate,Rating people,Directors,Script writers,Actors,Genres,Production countries and regions,Languages,Initial release date,Other names,IMDb link
武林外传,6.4,134305,"[""尚敬""]","[""宁财神""]","[""闫妮"",""姚晨"",""沙溢"",""喻恩泰"",""倪虹洁"",""姜超"",""肖剑"",""岳跃利"",""王磊"",""午马""]","[""喜剧"",""动作"",""古装""]"," 中国大陆"," 汉语普通话","[""2011-01-26(中国大陆)""]"," 武林外传电影版 / My Own Swordsman The Movie",http://www.imdb.com/title/tt1943048
月球,8.5,142187,"[""邓肯·琼斯""]","[""邓肯·琼斯"",""内森·帕克""]","[""山姆·洛克威尔"",""凯文·史派西"",""多米妮克·麦克艾丽戈特"",""卡雅·斯考达里奥"",""本尼迪克特·王"",""马特·贝里"",""马尔科姆·斯图尔特"",""罗宾·查克""]","[""剧情"",""科幻"",""悬疑""]"," 英国"," 英语 / 西班牙语","[""2009-07-17""]"," 月劫余生(港) / 寂寞月影 / 2009月球漫游",http://www.imdb.com/title/tt1182345
怪物史瑞克,7.8,119267,"[""安德鲁·亚当森"",""维基·詹森""]","[""威廉·史塔克"",""泰德·艾略特"",""特里·鲁西奥"",""乔·斯蒂尔曼"",""罗杰·S·H·舒尔曼"",""科迪·卡梅伦"",""克里斯·米勒"",""康拉德·弗农""]","[""麦克·梅尔斯"",""艾迪·墨菲"",""卡梅隆·迪亚兹"",""约翰·利思戈"",""文森特·卡索"",""皮特·丹尼斯"",""克莱夫·皮尔斯"",""吉姆·库宁斯"",""鲍比·布洛克"",""克里斯·米勒"",""科迪·卡梅伦"",""凯瑟琳·弗里曼"",""迈克尔·葛拉索"",""克里斯多夫·奈茨"",""西蒙·J·史密斯""]","[""喜剧"",""动画"",""家庭"",""奇幻"",""冒险""]"," 美国"," 英语","[""2001-05-18(美国)""]"," 怪物史莱克 / 史瑞克 / 史力加",http://www.imdb.com/title/tt0126029
师父,8.1,149187,"[""徐浩峰""]","[""徐浩峰""]","[""廖凡"",""宋佳"",""蒋雯丽"",""金士杰"",""宋洋"",""黄觉"",""麦迪娜"",""张傲月"",""马君"",""陈观泰"",""熊欣欣"",""戴立忍"",""裘继戎"",""李博""]","[""剧情"",""动作"",""武侠""]"," 中国大陆"," 汉语普通话","[""2015-12-10(中国大陆)"",""2015-11-11(台北金马影展)""]"," 师傅 / The Final Master / The Master",http://www.imdb.com/title/tt4851640
雷神2：黑暗世界,7.3,143140,"[""阿兰·泰勒""]","[""克里斯托弗·约斯特"",""克里斯托弗·马库斯"",""斯蒂芬·麦克菲利"",""唐·佩恩"",""罗伯特·罗达特"",""斯坦·李"",""拉里·利伯"",""杰克·科比"",""沃尔特·西蒙森""]","[""克里斯·海姆斯沃斯"",""娜塔莉·波特曼"",""汤姆·希德勒斯顿"",""安东尼·霍普金斯"",""克里斯托弗·埃克莱斯顿"",""杰米·亚历山大"",""扎克瑞·莱维"",""雷·史蒂文森"",""浅野忠信"",""伊德里斯·艾尔巴"",""蕾妮·罗素"",""阿德沃尔·阿吉纽依-艾格拜吉"",""凯特·戴琳斯"",""斯特兰·斯卡斯加德"",""艾丽丝·克里奇"",""克里夫·罗素"",""乔纳森·霍华德"",""克里斯·奥多德"",""妲露拉·莱莉"",""奥菲利亚·拉维邦德"",""本尼西奥·德尔·托罗"",""斯坦·李""]","[""动作"",""奇幻"",""冒险""]"," 美国"," 英语","[""2013-11-08(中国大陆/美国)""]"," 雷神奇侠2：黑暗世界(港) / 雷神索尔2：黑暗世界(台) / 雷神2：黑暗国度 / 雷神托尔2 / Marvel's Thor: The Dark World / Thor 2",http://www.imdb.com/title/tt1981115
全民超人汉考克,6.7,125516,"[""彼得·博格""]","[""Vincent Ngo"",""文斯·吉里根""]","[""威尔·史密斯"",""查理兹·塞隆"",""杰森·贝特曼"",""杰·海德"",""埃迪·马森"",""约翰尼·盖尔克奇""]","[""动作"",""犯罪"",""奇幻""]"," 美国"," 英语 / 日语","[""2008-07-02(美国)""]"," 全民超人 / 街头超人 / Tonight, He Comes",http://www.imdb.com/title/tt0448157
乌云背后的幸福线,7.7,139960,"[""大卫·O·拉塞尔""]","[""马修·魁克"",""大卫·O·拉塞尔""]","[""布莱德利·库珀"",""詹妮弗·劳伦斯"",""罗伯特·德尼罗"",""杰基·韦佛"",""克里斯·塔克"",""阿努潘·凯尔"",""约翰·奥提兹"",""谢伊·惠格姆"",""朱丽娅·斯蒂尔斯""]","[""剧情"",""喜剧"",""爱情"",""家庭""]"," 美国"," 英语","[""2012-09-08(多伦多电影节)"",""2012-12-25(美国)""]"," 失恋自作业(港) / 派特的幸福剧本(台) / 每朵乌云背后都有阳光 / 一线希望 / 闪开，让我拥抱幸福",http://www.imdb.com/title/tt1045658
罗生门,8.7,125857,"[""黑泽明""]","[""黑泽明"",""桥本忍"",""芥川龙之介""]","[""三船敏郎"",""千秋实"",""京町子"",""森雅之"",""志村乔""]","[""剧情"",""悬疑"",""犯罪""]"," 日本"," 日语","[""1950-08-26(日本)""]"," Rashomon",http://www.imdb.com/title/tt0042876
小时代2：青木时代,4.9,140323,"[""郭敬明""]","[""郭敬明""]","[""杨幂"",""柯震东"",""郭采洁"",""凤小岳"",""郭碧婷"",""谢依霖"",""陈学冬"",""王琳"",""李悦铭"",""商侃"",""姜潮"",""杜天皓"",""杨菲洋"",""丁巧唯""]","[""剧情"",""喜剧"",""爱情""]"," 中国大陆 / 台湾"," 汉语普通话","[""2013-08-08(中国大陆)""]"," 小时代2 / Tiny Times 2.0",http://www.imdb.com/title/tt3086582
X战警2,7.6,127781,"[""布莱恩·辛格""]","[""迈克尔·道赫蒂"",""丹·哈里斯"",""大卫·海特""]","[""帕特里克·斯图尔特"",""休·杰克曼"",""伊恩·麦克莱恩"",""哈莉·贝瑞"",""法米克·詹森"",""詹姆斯·麦斯登"",""安娜·帕奎因"",""丽贝卡·罗梅恩"",""布莱恩·考克斯"",""胡凯莉"",""亚伦·斯坦福""]","[""动作"",""科幻"",""惊悚""]"," 美国 / 加拿大"," 英语 / 德语 / 意大利语 / 西班牙语","[""2003-09-29(中国大陆)"",""2003-05-02(美国)""]"," 变种特攻2 / X-Men 2 / X-Men United",http://www.imdb.com/title/tt0290334
第36个故事,7.7,126720,"[""萧雅全""]","[""萧雅全""]","[""桂纶镁"",""林辰唏"",""张瀚""]","[""剧情"",""喜剧""]"," 台湾"," 汉语普通话","[""2010-05-14""]"," 第三十六个故事 / Taipei Exchanges",http://www.imdb.com/title/tt1682949
蝙蝠侠大战超人：正义黎明,6.6,149618,"[""扎克·施奈德""]","[""克里斯·特里奥"",""大卫·S·高耶"",""鲍勃·凯恩"",""比尔·芬格"",""杰里·西格尔"",""乔·舒斯特""]","[""本·阿弗莱克"",""亨利·卡维尔"",""艾米·亚当斯"",""盖尔·加朵"",""杰西·艾森伯格"",""戴安·琳恩"",""劳伦斯·菲什伯恩"",""杰瑞米·艾恩斯"",""霍利·亨特"",""斯科特·麦克纳里"",""卡兰·马尔韦"",""冈本多绪"",""布兰登·斯平克"",""劳伦·科汉"",""迈克尔·珊农""]","[""动作"",""科幻"",""奇幻"",""冒险""]"," 美国"," 英语 / 西班牙语 / 俄语","[""2016-03-25(中国大陆/美国)""]"," 蝙蝠侠大战超人 / 蝙蝠侠对超人：正义曙光(港/台) / 蝙蝠侠与超人：正义黎明 / Batman vs. Superman",http://www.imdb.com/title/tt2975590
致命伴旅,6.6,128020,"[""弗洛里安·亨克尔·冯·多纳斯马尔克""]","[""朱利安·费罗斯"",""克里斯托弗·麦奎里"",""弗洛里安·亨克尔·冯·多纳斯马尔克"",""热罗姆·萨尔""]","[""约翰尼·德普"",""安吉丽娜·朱莉"",""卢夫斯·塞维尔"",""保罗·贝坦尼"",""提摩西·道尔顿"",""史蒂文·伯克夫"",""克里斯蒂安·德·西卡"",""阿莱西奥·博尼"",""丹尼尔·佩奇"",""乔万尼·圭代利"",""雷欧·波瓦""]","[""剧情"",""悬疑"",""惊悚""]"," 美国 / 法国 / 意大利"," 英语 / 法语 / 意大利语 / 俄语 / 西班牙语","[""2011-02-13(中国大陆)"",""2010-12-10(美国)""]"," 色遇(台) / 机密邂逅(港) / 游客 / 致命伴侣",http://www.imdb.com/title/tt1243957
赤壁(上),6.3,121995,"[""吴宇森""]","[""吴宇森"",""陈汗"",""郭筝"",""盛和煜"",""罗贯中""]","[""梁朝伟"",""金城武"",""张丰毅"",""张震"",""胡军"",""林志玲"",""赵薇"",""尤勇"",""中村狮童"",""宋佳"",""臧金生"",""巴森扎布"",""侯勇"",""王庆祥"",""马精武"",""佟大为""]","[""剧情"",""动作"",""历史"",""战争"",""冒险""]"," 中国大陆 / 香港 / 台湾 / 日本 / 韩国"," 汉语普通话","[""2008-07-10(中国大陆)""]"," 赤壁 / Red Cliff",http://www.imdb.com/title/tt0425637
寒战2,6.9,146195,"[""梁乐民"",""陆剑青""]","[""梁乐民"",""陆剑青"",""吴炜伦""]","[""郭富城"",""梁家辉"",""杨采妮"",""彭于晏"",""李治廷"",""文咏珊"",""周润发"",""马伊琍"",""杨祐宁"",""张国柱"",""吴樾"",""周笔畅"",""李子雄"",""骆应钧"",""林文龙""]","[""剧情"",""动作"",""犯罪""]"," 中国大陆 / 香港"," 汉语普通话 / 粤语","[""2016-07-08(中国大陆/香港)""]"," 寒战II / Cold War Ⅱ",http://www.imdb.com/title/tt5112622
心慌方,7.9,132455,"[""文森佐·纳塔利""]","[""André Bijelic"",""文森佐·纳塔利"",""格雷姆·曼森""]","[""妮可·德波儿"",""Nicky Guadagni"",""大卫·休莱特"",""安德鲁·米勒"",""毛里斯·迪恩·温特"",""韦恩·罗布森""]","[""科幻"",""悬疑"",""惊悚""]"," 加拿大"," 英语 / 德语","[""1997-09-09(多伦多电影节)""]"," 异次元杀阵 / 立方体",http://www.imdb.com/title/tt0123755
荒野生存,8.6,127239,"[""西恩·潘""]","[""西恩·潘"",""乔恩·克拉考尔""]","[""埃米尔·赫斯基"",""马西娅·盖伊·哈登"",""威廉·赫特"",""吉娜·马隆"",""布莱恩·H.德里克"",""凯瑟琳·基纳"",""文斯·沃恩"",""克里斯汀·斯图尔特"",""哈尔·霍尔布鲁克"",""扎克·加利凡纳基斯""]","[""剧情"",""传记"",""冒险""]"," 美国"," 英语 / 丹麦语","[""2007-09-21(美国)""]"," 浪荡天涯(港) / 阿拉斯加之死(台) / 荒野伴我心",http://www.imdb.com/title/tt0758758
一次别离,8.7,133070,"[""阿斯哈·法哈蒂""]","[""阿斯哈·法哈蒂""]","[""佩曼·莫阿迪"",""蕾拉·哈塔米"",""萨瑞·巴亚特"",""沙哈布·侯赛尼"",""萨日娜·法哈蒂"",""梅里拉·扎雷伊"",""阿里-阿萨哈·萨哈巴齐"",""巴巴克·卡里米"",""吉米娅·侯赛伊妮"",""希尔·亚齐丹巴克什"",""萨哈巴努·佐哈多""]","[""剧情"",""家庭""]"," 伊朗 / 法国"," 波斯语","[""2012-11-13(中国大陆)"",""2011-02-15(柏林电影节)"",""2011-03-16(伊朗)""]"," 分居风暴(台) / 伊朗式分居(港) / 内达与西敏：一次别离 / 纳德和西敏：一次离别 / 纳德和西敏：一次别离 / 别离 / A Separation / Nader and Simin, a Separation / Jodaeiye Nader az Simin",http://www.imdb.com/title/tt1832382
天使之城,7.9,117728,"[""布拉德·塞伯宁""]","[""达娜·史蒂文斯"",""维姆·文德斯"",""彼得·汉德克"",""里卡德·赖廷格""]","[""尼古拉斯·凯奇"",""梅格·瑞恩"",""安德鲁·布劳尔"",""丹尼斯·弗兰茨"",""科鲁姆·费奥瑞"",""罗宾·巴特利特"",""乔安娜·默林"",""莎拉·丹普夫"",""朗达·多森"",""奈杰尔·吉布斯"",""约翰·普奇"",""劳里·约翰逊"",""克里斯蒂安·奥伯特"",""杰·帕特森"",""希希尔·库鲁普""]","[""剧情"",""爱情"",""奇幻""]"," 美国 / 德国"," 英语","[""1998-04-10(美国)""]"," X情人 / 天使多情",http://www.imdb.com/title/tt0120632
银翼杀手2049,8.4,150223,"[""丹尼斯·维伦纽瓦""]","[""汉普顿·范彻"",""迈克尔·格林"",""菲利普·迪克""]","[""瑞恩·高斯林"",""哈里森·福特"",""安娜·德·阿玛斯"",""西尔维娅·侯克斯"",""罗宾·怀特"",""杰瑞德·莱托"",""戴夫·巴蒂斯塔"",""麦肯兹·戴维斯"",""卡拉·朱里"",""爱德华·詹姆斯·奥莫斯"",""巴克德·阿巴蒂"",""大卫·达斯马齐连"",""西娅姆·阿巴斯"",""连尼·詹姆斯"",""马克·阿诺德"",""肖恩·杨""]","[""剧情"",""科幻"",""惊悚""]"," 美国 / 加拿大 / 英国"," 英语 / 芬兰语 / 日语 / 匈牙利语 / 俄语 / 索马里语","[""2017-10-27(中国大陆)"",""2017-10-06(美国)""]"," 银翼杀手2 / Blade Runner 2",http://www.imdb.com/title/tt1856101
夜·店,6.6,126625,"[""杨庆""]","[""杨庆""]","[""徐峥"",""李小璐"",""乔任梁"",""杨青"",""张嘉译"",""赵英俊""]","[""喜剧""]"," 中国"," 汉语普通话","[""2009-07-24""]"," 超市 / 夜店 / One Night in Supermarket",http://www.imdb.com/title/tt1514426
小王子,8.0,143587,"[""马克·奥斯本""]","[""伊连娜·布里纳尔"",""鲍勃·佩尔西凯蒂"",""安东尼·德·圣-埃克苏佩里""]","[""杰夫·布里吉斯"",""麦肯吉·弗依"",""瑞秋·麦克亚当斯"",""瑞利·奥斯本"",""詹姆斯·弗兰科"",""玛丽昂·歌迪亚"",""本尼西奥·德尔·托罗"",""保罗·路德"",""艾伯特·布鲁克斯"",""巴德·库特"",""瑞奇·热维斯"",""保罗·吉亚玛提"",""杰奎·巴恩布鲁克"",""马塞尔·布里奇斯"",""杰菲·布莱尼恩""]","[""动画"",""奇幻""]"," 法国"," 英语 / 法语","[""2015-10-16(中国大陆)"",""2015-05-22(戛纳电影节)"",""2015-07-29(法国)""]"," The Little Prince",http://www.imdb.com/title/tt1754656
蒂凡尼的早餐,8.1,123123,"[""布莱克·爱德华兹""]","[""杜鲁门·卡波特"",""乔治·阿克塞尔罗德""]","[""奥黛丽·赫本"",""乔治·佩帕德"",""帕德里夏·妮尔"",""巴迪·艾布森"",""马丁·鲍尔萨姆"",""约瑟·路易斯·德·维拉龙卡"",""约翰·麦盖沃"",""Dorothy Whitney"",""斯坦利·亚当斯"",""埃尔维亚·奥尔曼"",""艾伦·里德"",""Claude Stroud"",""米基·鲁尼""]","[""剧情"",""喜剧"",""爱情""]"," 美国"," 英语 / 葡萄牙语","[""1961-10-05""]"," 靓女芳心(港) / 珠光宝气 / 第凡内早餐 / 蒂凡尼早餐",http://www.imdb.com/title/tt0054698
黄金大劫案,6.8,134905,"[""宁浩""]","[""宁浩"",""邢爱娜"",""岳小军""]","[""雷佳音"",""陶虹"",""程媛媛"",""山崎敬一"",""郭涛"",""范伟"",""孙淳"",""刘桦"",""黄渤"",""岳小军"",""傅亨"",""王文"",""杨新鸣""]","[""剧情"",""喜剧"",""动作"",""爱情"",""历史"",""战争""]"," 中国大陆"," 汉语普通话 / 东北话","[""2012-04-24(中国大陆)""]"," 黄金谜案 / Guns and Roses",http://www.imdb.com/title/tt2393829
巴黎，我爱你,8.3,120309,"[""奥利维耶·阿萨亚斯"",""伊桑·科恩"",""乔尔·科恩"",""格斯·范·桑特"",""汤姆·提克威"",""沃尔特·塞勒斯"",""亚历山大·佩恩"",""杜可风"",""热拉尔·德帕迪约"",""阿方索·卡隆"",""诹访敦彦"",""西维亚·乔迈"",""韦斯·克雷文"",""伊莎贝尔·科赛特"",""顾伦德·查达哈"",""文森佐·纳塔利""]","[""格斯·范·桑特"",""伊桑·科恩"",""乔尔·科恩"",""杜可风"",""阿方索·卡隆"",""奥利维耶·阿萨亚斯"",""汤姆·提克威"",""亚历山大·佩恩"",""诹访敦彦"",""西维亚·乔迈"",""韦斯·克雷文""]","[""朱丽叶·比诺什"",""威廉·达福"",""娜塔莉·波特曼"",""加斯帕德·尤利尔"",""热拉尔·德帕迪约"",""玛吉·吉伦哈尔"",""伊利亚·伍德"",""欧嘉·柯瑞兰寇"",""亚历山大·佩恩"",""李昕"",""伊里斯·麦康利"",""莱拉·贝蒂"",""塞瑞尔·戴思科斯"",""布鲁诺·波达里德斯"",""史蒂夫·布西密""]","[""剧情"",""喜剧"",""爱情""]"," 法国 / 德国 / 列支敦士登 / 瑞士"," 英语 / 法语 / 西班牙语 / 汉语普通话 / 阿拉伯语","[""2006-05-18(戛纳电影节)"",""2006-06-21(法国)""]"," 我爱巴黎(港) / 巴黎我爱你(台) / Paris, I Love You",http://www.imdb.com/title/tt0401711
花木兰,7.6,117921,"[""巴里·库克"",""托尼·班克罗夫特""]","[""萧丽塔"",""克里斯·桑德斯""]","[""温明娜"",""艾迪·墨菲"",""哈维·费斯特恩"",""米盖尔·弗尔"",""吴汉章""]","[""剧情"",""动画"",""家庭"",""冒险""]"," 美国"," 英语","[""1998-06-19(美国)""]"," 木兰 / China Doll / The Legend of Mulan",http://www.imdb.com/title/tt0120762
女朋友○男朋友,7.5,126926,"[""杨雅喆""]","[""杨雅喆""]","[""桂纶镁"",""张孝全"",""凤小岳"",""张书豪""]","[""剧情"",""爱情"",""同性""]"," 台湾"," 闽南语 / 汉语普通话","[""2012-08-03(台湾)""]"," 女朋友。男朋友 / 女朋友＊男朋友 / 女朋友男朋友 / Girlfriend Boyfriend / Gf*Bf / GF&BF",http://www.imdb.com/title/tt2319760
摆渡人,4.0,151418,"[""张嘉佳""]","[""张嘉佳"",""王家卫""]","[""梁朝伟"",""金城武"",""陈奕迅"",""杨颖"",""张榕容"",""杜鹃"",""熊黛林"",""大鹏"",""马苏"",""崔志佳"",""贾玲"",""李宇春"",""鹿晗"",""欧弟"",""纳豆"",""金士杰"",""柯佳嬿"",""李灿森"",""喜翔"",""曹可凡"",""吴艺璇""]","[""喜剧"",""爱情""]"," 中国大陆 / 香港"," 汉语普通话","[""2016-12-23(中国大陆)""]"," 酒国英雄之摆渡人 / 摆渡之人 / See You Tomorrow",http://www.imdb.com/title/tt3824950
毕业生,7.9,115897,"[""迈克·尼科尔斯""]","[""卡尔德·威灵汉姆"",""巴可·亨利"",""查尔斯·韦伯""]","[""安妮·班克罗夫特"",""达斯汀·霍夫曼"",""凯瑟琳·罗斯"",""威廉·丹尼尔斯"",""莫瑞·汉密尔顿"",""伊莉莎白·威尔森"",""巴可·亨利"",""布莱恩·艾弗里"",""沃尔特·布鲁克"",""诺曼·费尔"",""爱丽丝·格斯德丽"",""马里恩·洛恩"",""埃达·盖尔""]","[""剧情"",""喜剧"",""爱情""]"," 美国"," 英语","[""1967-12-22(美国)""]"," Lauréat, Le / Reifeprüfung, Die",http://www.imdb.com/title/tt0061722
红辣椒,8.9,137458,"[""今敏""]","[""水上清资"",""今敏"",""筒井康隆""]","[""林原惠美"",""古谷彻"",""江守彻"",""山寺宏一"",""堀胜之祐"",""大塚明夫"",""岩田光央"",""田中秀幸""]","[""科幻"",""动画"",""悬疑"",""惊悚""]"," 日本"," 日语","[""2006-09-02(威尼斯电影节)"",""2006-11-25(日本)""]"," 盗梦侦探 / 帕布莉卡 / Paprika",http://www.imdb.com/title/tt0851578
小岛惊魂,8.0,128913,"[""亚历杭德罗·阿梅纳瓦尔""]","[""亚历杭德罗·阿梅纳瓦尔""]","[""妮可·基德曼"",""菲奥纽拉·弗拉纳根"",""克里斯托弗·埃克莱斯顿"",""阿拉济纳·曼恩"",""James Bentley"",""埃里克·赛克斯"",""伊莲·卡西迪"",""芮妮·阿萨岑"",""戈登·雷德"",""基思·艾伦"",""米歇尔·费尔利""]","[""剧情"",""悬疑"",""恐怖""]"," 美国 / 西班牙 / 法国 / 意大利"," 英语","[""2001-08-10(美国)""]"," 不速之吓(港) / 神鬼第六感(台)",http://www.imdb.com/title/tt0230600
闪灵,8.0,127651,"[""斯坦利·库布里克""]","[""黛安·约翰逊"",""斯坦利·库布里克"",""斯蒂芬·金""]","[""杰克·尼科尔森"",""谢莉·杜瓦尔"",""丹尼·劳埃德""]","[""剧情"",""悬疑"",""恐怖""]"," 英国 / 美国"," 英语","[""1980-05-23(美国)""]"," 鬼店(台) / 幻觉 / 幽光",http://www.imdb.com/title/tt0081505
雨果,7.6,131565,"[""马丁·斯科塞斯""]","[""约翰·洛根"",""布赖恩·塞尔兹尼克""]","[""阿萨·巴特菲尔德"",""科洛·莫瑞兹"",""本·金斯利"",""萨莎·拜伦·科恩"",""裘德·洛"",""雷·温斯顿"",""克里斯托弗·李"",""理查德·格雷弗斯"",""海伦·麦克洛瑞"",""弗朗西斯·德·拉·图瓦"",""迈克尔·斯图巴"",""艾米莉·莫迪默"",""马丁·斯科塞斯""]","[""剧情"",""儿童"",""传记"",""奇幻""]"," 美国"," 英语","[""2012-05-31(中国大陆)"",""2011-11-23(美国)""]"," 雨果的巴黎奇幻历险(港) / 雨果的冒险(台) / 雨果的秘密 / 雨果·卡布里特的发明 / 造梦的雨果 / 发明男孩雨果 / The Invention of Hugo Cabret",http://www.imdb.com/title/tt0970179
少年时代,8.5,137465,"[""理查德·林克莱特""]","[""理查德·林克莱特""]","[""埃拉·科尔特兰"",""帕特丽夏·阿奎特"",""伊桑·霍克"",""罗蕾莱·林克莱特"",""史蒂芬·切斯特·普林斯"",""利比·维拉利"",""马可·佩雷拉"",""杰米·霍华德"",""谢恩·格雷厄姆"",""苔丝·艾伦"",""戴维·布莱克维尔"",""塔玛拉·若兰恩"",""埃薇·汤普森"",""尼克·克劳斯"",""梅根·迪瓦恩"",""格雷格·巴利亚"",""乔纳森·贝尔"",""迪安娜·布罗尚"",""安德里亚·陈"",""佐伊·格瑞艾姆"",""安德鲁·维拉利尔""]","[""剧情"",""家庭""]"," 美国"," 英语 / 西班牙语","[""2014-01-19(圣丹斯电影节)"",""2014-07-18(美国)""]"," 年少时代(台) / 我们都是这样长大的(港) / 少年12年 / 十二年 / The 12-Year Movie / Growing Up",http://www.imdb.com/title/tt1065073
飓风营救,8.2,130577,"[""皮埃尔·莫瑞尔""]","[""吕克·贝松"",""罗伯特·马克·卡门""]","[""连姆·尼森"",""玛姬·格蕾斯"",""法米克·詹森"",""勒兰德·奥瑟"",""强·格瑞斯"",""大卫·沃肖夫斯基"",""凯蒂·卡西迪"",""山德·贝克利""]","[""剧情"",""动作"",""惊悚"",""犯罪""]"," 法国 / 美国 / 英国"," 英语 / 法语 / 阿尔巴尼亚语 / 阿拉伯语","[""2008-02-27(法国)""]"," 即刻救援(台) / 救参96小时(港) / 劫持 / 绑架 / 劫持惊魂",http://www.imdb.com/title/tt0936501
大魔术师,6.6,130181,"[""尔冬升""]","[""秦天南"",""尔冬升"",""刘浩良""]","[""梁朝伟"",""刘青云"",""周迅"",""闫妮"",""吴刚"",""方中信"",""秦沛"",""林雪"",""泽田谦也"",""王子文"",""王紫逸"",""吴彦祖"",""徐克"",""戎祥"",""陆剑明"",""江道海"",""谷德昭"",""吴廷烨""]","[""剧情"",""喜剧"",""爱情"",""奇幻""]"," 中国大陆 / 香港"," 汉语普通话 / 粤语","[""2012-01-12(中国大陆/香港)""]"," The Great Magician",http://www.imdb.com/title/tt1869721
遗愿清单,8.5,126544,"[""罗伯·莱纳""]","[""Justin Zackham""]","[""杰克·尼科尔森"",""摩根·弗里曼"",""西恩·海耶斯"",""贝弗利·陶德"",""罗伯·莫洛"",""阿方索·弗里曼"",""Verda Bridges"",""伊恩·安东尼·代尔"",""诺尔·古格雷米""]","[""剧情"",""喜剧"",""冒险""]"," 美国"," 英语","[""2007-12-25(多伦多电影节)"",""2008-01-11(美国)""]"," 玩转身前事(港) / 一路玩到挂(台) / 拿命开玩笑",http://www.imdb.com/title/tt0825232
雷神,6.6,131626,"[""肯尼思·布拉纳""]","[""阿什利·米勒"",""扎克·施坦茨"",""唐·佩恩"",""J·迈克尔·斯特拉辛斯基"",""马克·波托塞维奇"",""斯坦·李"",""拉里·利伯"",""杰克·科比""]","[""克里斯·海姆斯沃斯"",""娜塔莉·波特曼"",""汤姆·希德勒斯顿"",""安东尼·霍普金斯"",""斯特兰·斯卡斯加德"",""凯特·戴琳斯"",""克拉克·格雷格"",""科鲁姆·费奥瑞"",""伊德里斯·艾尔巴"",""雷·史蒂文森"",""浅野忠信"",""乔希·达拉斯"",""杰米·亚历山大"",""蕾妮·罗素"",""艾德里安娜·巴拉扎"",""马克斯米利亚诺·赫尔南德斯"",""杰瑞米·雷纳"",""塞缪尔·杰克逊"",""达科塔·高尤"",""泰德·沃普莱斯"",""斯坦·李""]","[""动作"",""奇幻"",""冒险""]"," 美国"," 英语","[""2011-05-08(中国大陆)"",""2011-05-06(美国)""]"," 雷神索尔(台) / 雷神奇侠(港) / 雷神托尔 / 雷神归来 / 雷神之锤 / 托尔 / The Mighty Thor",http://www.imdb.com/title/tt0800369
八月迷情,8.3,122642,"[""科斯汀·谢里丹""]","[""尼克·卡斯特尔"",""詹姆士·V·哈特"",""Paul Castro""]","[""乔纳森·莱斯·梅耶斯"",""弗莱迪·海默"",""罗宾·威廉姆斯"",""凯丽·拉塞尔"",""泰伦斯·霍华德""]","[""剧情"",""爱情"",""音乐""]"," 美国"," 英语","[""2009-01-23(中国大陆)"",""2007-11-21(美国)""]"," 把爱找回来(台) / 流浪乐手 / 八月狂奔 / 声梦奇缘",http://www.imdb.com/title/tt0426931
冒牌天神,7.5,122116,"[""汤姆·沙迪亚克""]","[""Steve Koren"",""Mark O'Keefe"",""史蒂夫·欧德科克""]","[""金·凯瑞"",""摩根·弗里曼"",""詹妮弗·安妮斯顿"",""菲利普·贝克·霍尔"",""凯瑟琳·贝尔"",""史蒂夫·卡瑞尔"",""诺拉·邓恩""]","[""剧情"",""喜剧"",""奇幻""]"," 美国"," 英语","[""2003-05-23""]"," 王牌天神 / 全能布鲁斯 / 代理上帝 / 衰鬼上帝 / 命运天神",http://www.imdb.com/title/tt0315327
蓝宇,8.0,120475,"[""关锦鹏""]","[""魏绍恩""]","[""胡军"",""刘烨"",""苏瑾"",""李华彤"",""卢芳"",""张永宁"",""李爽"",""李滨"",""张少华"",""赵敏芬""]","[""剧情"",""爱情"",""同性""]"," 中国大陆 / 香港"," 汉语普通话","[""2001-11-22(香港)""]"," Histoire d'hommes à Pékin / Lan Yu",http://www.imdb.com/title/tt0292066
生化危机,7.8,121119,"[""保罗·安德森""]","[""保罗·安德森""]","[""米拉·乔沃维奇"",""米歇尔·罗德里格兹"",""科林·萨蒙"",""埃里克·马比斯"",""詹姆斯·鲍弗""]","[""动作"",""科幻"",""恐怖""]"," 英国 / 德国 / 法国 / 美国"," 英语","[""2002-03-15(美国)""]"," 2002恶灵古堡 / 生化危机之变种生还",http://www.imdb.com/title/tt0120804
马达加斯加,7.7,117617,"[""埃里克·达尼尔"",""汤姆·麦格拉思""]","[""马克·伯顿"",""比利·弗罗利克"",""埃里克·达尼尔"",""汤姆·麦格拉思""]","[""本·斯蒂勒"",""克里斯·洛克"",""大卫·休默"",""贾达·萍克·史密斯"",""萨莎·拜伦·科恩""]","[""喜剧"",""动画"",""家庭"",""冒险""]"," 美国"," 英语 / 葡萄牙语 / 西班牙语 / 德语 / 法语","[""2005-07-15(中国大陆)"",""2005-05-27(美国)""]"," 荒失失奇兵(港)",http://www.imdb.com/title/tt0351283
非常主播,7.9,126593,"[""姜炯哲""]","[""姜炯哲""]","[""车太贤"",""朴宝英"",""王晳铉"",""宋河波"",""黄雨瑟惠""]","[""剧情"",""喜剧"",""音乐""]"," 韩国"," 韩语","[""2009-10-09(中国大陆)"",""2008-12-03(韩国)""]"," 超速绯闻 / 极速绯闻 / 过速绯闻 / Scandal Maker / Speeding Scandal",http://www.imdb.com/title/tt1360795
